Question,Count,Answered,Rating
which ap credits are accepted,1,true,
i am locked out of account,1,true,
does it affect my scholarship money,1,false,
by switching majors does it affect my scholarship money,1,true,
i am trying to find the presidents emaila ddress,1,false,
how much is a summer class,1,true,
hey how much is living on campus yearly,2,true,
where do i register for graduation,1,true,
i have paid it,1,true,
then what,2,false,
no access i was trying to receive tax forms,1,true,
it help desk,1,false,
veteran success center hours,1,true,
where can i send my transcript,1,true,
create email,1,true,
how do you know,1,true,
what is the login info,1,true,
what is the password,1,true,
93483334,1,true,
it says wrong password,1,true,
want to create student email,1,true,
need help creating student email,1,true,
what does the class course rct,1,true,
what is rct,1,true,
create my college email,1,false,
degreeworks not working,1,true,
how do i change my major before i enroll,1,true,
what is her email,1,true,
form 1098t,1,true,
what is sevis code number of the school,1,true,
can you please tell me the sevis code of the university,1,false,
how can i contact facilities,1,true,bad
facilities form,1,true,
tuition cost for 20242025,1,true,
tuition rate for 20242025,1,false,
i would like to know how much i would pay for my tuition,1,true,
do you require international transfer students to have an evaluation service evaluate transcripts transfer,1,true,
i want to create my edu email,1,false,
but i need to create one,1,true,
for st johns,1,true,
i want to create st johns student email,1,true,
got locked out of uis,1,true,
hi im an alumni im trying to order a copy of my undergraduate and graduate degree transcript,1,true,
what are the best private lenders for student loans,1,true,
i entered the correct info but its still saying im locked out,1,false,
how to create your edu email,1,true,
i am a new student trying to apply for summer courses,1,true,
paramedic exam,2,true,
how do i see how my credits transfer,1,true,
hello i am interested in the school building leader certificate course and was looking to find an estimated tuition,1,false,
men basketball game,1,true,
transcript parchment,1,true,
how much does pharm d cost,1,true,
when does school start for 2024,1,false,
when is the housing deposit due and how much is it,1,true,
summer 2024 sesions,1,true,
it is summer 2023,1,true,
get a copy of my degree,1,true,bad
i graduated in 1998,1,true,bad
hello johnny,3,true,
i need to get my transcript,1,true,
payment plan for graduate tuition,1,true,
graduate tuition payment plan,1,true,
tuition payment plan,1,true,
talk to someone,2,true,
where do we see when our final is,1,true,
when will i receive my financial aid package,1,true,
writing center,2,false,
how do i do a payment plan for a summer semester,1,true,
what is the number for financial aid,1,true,
hello sir,1,true,
i would like to know about undergraduate admissions tuition fees for international student,1,true,
can you please tell me the email of president shanley,1,false,
who is the president of st johns university,1,true,
can you please give me the email address of rev shanley so i can contact him,1,true,
i need to reach out to him can you give me his email,1,false,
give me the email address of the current president of this university,1,false,
how much is tuition per year for clinical lab science major,1,true,
where do i access my advisor,1,true,
how much is out of state tuition for a masters of science in cybersecurity,1,true,
where do i go to log in,1,true,
how to switch majors,3,true,
whats the earliest i can move in for fall 2024,1,true,
it is not letting me sign into my email,1,true,
are there tourism degrees,1,true,
i am asking about the fees for international student,1,true,
how much per semester as whole,1,true,
for 12 credit,1,true,
is there accommodation,1,true,
do you have ms cybersecurity course,1,true,good
i am looking for on campus,1,true,good
how much are the books,1,false,
what state is this university from,1,true,
do i have to take a religious class,2,false,
ordering transcript,2,true,
summer 2024 classes schedule,1,true,
what is my id,1,false,
how do i know my id number,1,true,
how do i find my pin,1,true,
what is my x id number,2,true,
career center,1,true,good
i need to find my advisor i am a senior student,1,true,
can you share with me graduate admission contacts,1,true,good
hi how i can send email to graduate admission,1,true,
phone number of dean of students for school of business,1,true,good
where can i buy fried chicken on campus,1,true,
how do i register for fall classes,1,true,
fall 2024 start date,1,true,
i cant find my student id number and username,1,false,
i dont know what my student number id is,1,true,
can boys and girls share a dorm room,1,true,bad
is there co ed dorms,1,false,
can boys and girls live in the same dorms,1,true,
i would like to know is there st johns university in brooklyn ny,1,true,
where is the campus,2,true,
food package pricing,1,true,
how do i access library articles,1,true,
can boys an girls live in the same dorm,1,true,
where can i do that,1,true,
what is the cost of tuition,1,true,
st johns university,1,true,
what activities and organizations are available to students,1,true,
how many years of foreign language am i required to take,1,true,
how much does the dining hall cost,1,false,
are everyone sports team in division 1,1,true,
whens the last day to submit housing fee,1,true,
financial aid cost,1,true,
application cost,1,true,
where can i log in to see my grades,1,true,
i want to schedule an zoom meeting with an advisor for college application,1,true,
how to find out who my dean or advisor is,1,true,
until when can i apply this university,1,true,
whats the institution code for gre test,1,true,
yes but its different for international students,1,true,
is software engineering available,1,true,good
is there a major in software engineering,1,true,
graduate assistanceship,1,true,
signing in,1,true,
how long is for results,1,true,bad
who is head of the school psychology masters program,1,true,
commitment deadline,1,true,
job opportunites,1,true,
how many students get accepted into here,1,true,
how to change my name on the records,1,true,
are there requirements for transfer to the computer science program,1,true,
are there requirements for transfer students who want to transfer into bs computer science,1,true,
conditional admission,2,true,
i would like to set up an appointment with my academic advisor,1,true,
explain uw grade,1,true,
im trying to log on to student portal but cant remember log in info,1,true,
is there a way to do that without contacting them,1,true,
what are the requirements for the psychology program,1,true,
youth summer camp,1,true,
sports camps for young athletes,2,true,
any summer programs for high school students,1,true,
i would like to change my email adress on file,1,false,
do you offer evening classes,2,true,
ok sounds good,1,true,
d you know if the work study program counts towards tuition,1,false,
who can i reach out to,1,true,
i refer to an email from the college,1,false,
what academic supports are there,1,true,
i need a link,1,false,
live financial aid chat,1,true,bad
declare a major,1,true,
how can i access the financial aid chat,1,true,
where can i find my finacial aid package,1,true,
i want to take parts in a summer program,1,true,
is the library for nonstudents,1,false,
can i study spanish,1,true,
can you be my sugar dady,1,true,
what is the postal address of st johns university,1,true,good
from where can i get application form,1,true,
applications portal,2,true,
transfer form,1,true,
do you require freshman to live on campus,1,true,
how do i select what dorm room to live in,1,true,
transfer admissions office,2,true,
do you offer insurance courses,1,true,bad
live rep,2,true,
how do i access my st johns email,3,false,
admissions contact,2,true,
how can you contact admissions,1,true,
i need to talk to the admissions office,1,true,good
for undergraduate admission,1,true,
i will like to withdraw from this school,1,true,
i am no longer going to attend this school how can i go about,1,true,bad
why doesnt my account allow me to pay my deposit,1,true,
access canvas,1,true,good
what is my student number,3,true,
i forgot my security question answer,1,true,
disabilities,1,true,
why does my account say it isnt active,1,false,
how do i get summer course offerings,1,true,
list of summer courses,1,true,
declare major,1,true,bad
hi i need to pay my deposit,1,false,
submitting my deposit,1,true,
requirments for nursing program,1,true,
where is public safety,2,true,
where is public safety on the queens campus,1,true,
what is the undergraduate financial aid office phone number,1,true,
is there a main office i can call,1,true,
where can i find my financial aid,1,true,
where online can i acess it,1,true,
how do i log in as an applicant,1,true,
how can i access the st johns u connect app,1,true,
phone number for information,1,true,bad
need to add my ssn,1,true,
art therapy,1,false,
what is the email of the student financial services,1,true,
how do i check my finiancial aid package,1,true,
where is your main campus,2,true,good
what is the application fees,1,true,
do you have a master in forensic psychology,1,true,
how can i connect with a financial aid advisor,1,false,
where can i apply for additional scholarships graduate,1,true,
how do i get a scholarship to this school,3,true,
i want to learn about the phd program in psychology,1,true,
how do i unenroll from the school,1,true,
how do i switch my major,1,true,
who do i email if i am a freshman with housing related questions,1,true,
when do applications open for physician assistant program,1,true,
do you have music,1,true,
minors,1,true,
soccer,1,true,
how do i access the fall housing application,1,true,
how do i pick my room for dorming as a upcoming freshmen,1,true,
hi i,1,true,
do you offer human rights major here,1,true,
how should i submit i20 application,1,true,
exchange student for one semester,1,true,
queens campus where,1,true,
is it new york,1,true,
can i walk at graduation with two classes left,1,true,
holidays,2,true,
how to reset password,1,true,
checklist for dorming,1,true,
advising appointment,1,true,
i need to email someone who can help me with questions about transferring college credits,1,true,bad
need to log in,1,true,
wanna tour,1,true,
how do i sign up for orientation,6,true,
and the schedules are from what time to what time,1,true,
and for this how long can i study,1,false,
how do i submit my housing agreement,1,true,
i want to see my application status,1,true,
did i get accepted with fasfa,1,true,bad
i dont have a pin where do i get it,1,true,
do you accept ged,1,true,
ged credit,1,true,
how much is nursing,1,false,
how much tuition for nursing,1,true,
sign up for nursing,1,true,
how to get id card,1,true,
how to get student id card,1,true,
how long is the spring semester,1,true,
what is the basketball team here,1,true,
is it possible to still apply for dorming,1,true,
how long is a typical lecture,1,true,
why should i pick st johns,1,true,good
what is the transfer process,1,true,
can a student transfer from another college and live on campus,1,false,
please chat with an agent,1,true,
financial aid officer,1,true,bad
where can i find my financial packet,1,false,
i changed my number recently but i cant log in now because its asking my for my old number to log in,1,true,
what is the tuition cost for a masters in library science,1,true,
my sign on isnt working,2,true,
is nursing program accredited,1,true,
i would like to post a job at st john,1,true,
what is the 4 year curriculum for a student,1,true,
what is the 4 year curriculum for a nursing student,1,false,
i like history,1,true,
admissions number,1,true,
do you have a history department,1,true,
undergraduate admissions questions,1,true,
do you like history,1,true,bad
who am i,1,true,
appointment with dean,1,true,
i would like to access my transcript,1,false,
are u in the usa,1,false,
how to set up appointments with advisor,1,true,
i need to speak with residence life,1,true,
dorm cost,1,true,
how major credits are needed to obtain a masters in education,1,true,
what is tge gpa requirement for psychology major for a freshman,1,true,
what is the gpa requirement to get accepted into st johns as a freshman,1,true,
20242025 tuition,1,false,
is there a paralegal certificate program available that is aba certified,1,true,
do you have a link for info,1,true,good
buy sweatshirt,1,true,
i can not log my account,1,true,
quiero inscribirme para el curso de ingles gratis,1,false,
how can i find my transcript,1,true,
how do i request an unofficial transcript from uis,1,true,
what are yall majors,1,true,
what are the graduate majors,1,true,
changed my phone number,1,true,
tuition remission employee benefit,1,true,
what are the music programs like,1,true,
tuition for a clinical lab science major,1,true,
canvas lonin,1,true,
would i be able to submit the enrollment deposit before fafsa,1,true,
when do i find out my advisor,1,true,
when do freshmen get assigned their advisor,1,true,
what day do freshmen get assigned their advisor,1,true,
what is the gpa requirement,2,true,
whats the gpa requirement for high school students,1,true,
graduate assistantship position,1,true,
english class,1,true,
where is campus ministry,1,true,
how do i choose what housing im in,1,true,
when do i have to pay tuition for undergrad fall 2024,1,true,
financial aid question,2,true,
veteren benefits,1,true,
i i am eligible,1,true,
what is your financial aid office number,1,true,
when do you register for classes for fall 202422025,1,true,
does this university have a medical program,1,true,
please explain pass fail grade options,1,true,
i would like to log in to my portal,1,true,
as an alumni do i still have access to my email at sju,1,true,
can i speak to a person,1,true,
how do i access my student email as a first time student,1,false,
how much does 1 semester cost at st johns,1,true,good
where can i find course descriptions,4,true,
is there a number to call the college of professional studies,1,true,
how much does it cost mba,1,false,
where can i access my account,1,true,
how do i get an employment letter,1,true,
what is my log in information,2,true,
what is my log in,1,true,
contact for student affairs,1,true,
how can i order a copy of my diploma,1,true,
when will the 2024 freshman orientation be,1,true,
what are the fees per credit for summer session courses online,1,true,
what can i do if i miss the deadline for the cap and gown,1,true,bad
what if i miss the graduation attire deadline,1,true,
new freshman by when do we have to commit,1,false,
do you have dpt progran,1,true,
where is st johns main campus,1,true,
what about for pharm d,1,true,
do you accept credits from suny or cuny,1,false,
connect account,1,true,
im not getting a verification code,1,true,
map of campus,3,true,
university honor program,1,true,
repeat course,1,true,
are u able to repeat a course,1,true,
internal transfer,3,true,
can i speak to a student,1,false,
what is my schedule for next semester,1,true,
is there an application fee for graduate admission,1,true,
i am planning to become agent,1,false,
can i change my undecided science major into nursing,1,false,
hello do you offer full ride merit academic scholarships for incoming international freshmen,1,true,good
what sat scores are required for full ride scholarships,1,true,
i would like to withdrawal my acceptance,1,false,
accommodate,1,true,
sponsorship,1,true,
sponsor,1,true,bad
speak to employee,1,true,bad
how do book an appointment,1,true,
my schedule,6,false,
i would like information mailed,1,false,
i would like to request information,1,true,
when is finals week,1,true,
how do i access the handshake app,1,true,
how to schedule appointment with writing center,1,true,
deans list minimum gpa,1,true,
can i bring my guest to the gym with me,1,false,
average rent of 1 bedroom apartment,1,false,
registering for an event,1,true,
can i register after registration closes,1,true,
who do i call to ask about registration,1,true,
i didnt get and mail,1,true,
concur,1,false,
how do i apply for readmission,1,true,
study aboard programs,1,true,
health clinics,1,true,
how much is tuition instate,1,true,good
how much is tuition outofstate,1,true,
how much is tuition room board,1,true,
how do i delete my application,1,true,
dear,1,false,
deadlines for phd applications for next available intake,1,true,
phd programs,1,true,
does st johns take tap assistance,1,true,good
student login,3,true,
unoffical transcript,1,true,
what is my student x id,1,true,
how do i add my ssn to my student portal,1,true,
im an undergrad,1,false,
i have a configuration issue,1,false,
how much does it cost to do a semester abroad,1,true,
how much does a winter intersession class cost,1,true,
how much does a summer class cost,1,true,
how do i create a uis account,1,true,
would like to log in,1,true,
how do i get the pin for uis account,1,true,bad
what is my username for uis account,1,true,bad
copy of diploma,2,true,good
do you offer an accelerated pa program,1,false,
what is the schedule for final exams for the spring 2024 semester,1,true,
i need help with wifi,1,true,
wireless,1,true,
can tuition remission cover my summer classes,1,true,
scheduling when does school start,1,true,
i want to know what my tuition is,1,true,
tuition fees for international students,1,true,
find my portal,1,false,
i do not know where to deposit my money,1,true,
how much is 2024 tuition,1,true,
is taking theology courses necessary,1,true,
how do i access the alumni account,1,true,bad
i dont know my user id,2,true,
how do i find out what is my pin for uis,1,true,
hhow are you i just want toa sk regarding the tution fees of bachelors in computer science,1,false,
is there a difference between in state and out state tuition,1,false,
what majors does this school offer,1,true,
are you sat optional,1,true,good
i need to see my entire financial aid package,1,true,
do you have a fashion major,1,true,
how do i get my email,1,true,
change language to spanish,1,true,
can you change the website language to spanish,1,true,
how do i change the website language to spanish,1,false,
i cant find my registration time ticket what should i do,1,true,
english course,1,true,
red and white club,1,true,
request laptop loan,1,true,
i dont have a stjohns email,1,true,
laptop loan,1,true,
what building would be for freshman dorms,1,true,
where do i view my bill,1,true,
speak with advisor,1,true,
register for classes when is it the deadline for sophomores to register for the fall 2024 semester classes,1,true,
requesting my official transcript,1,false,
where can i log into my account,1,true,
summer session,2,true,
how much does tuition cost,1,true,
much does tuition cost for a nursing bs degreee,1,false,
where do i look for financial aid,1,true,
the address of the campus,1,true,
telephone number,1,true,
esl,2,true,bad
au pair,1,true,
accounts payable contact,1,true,
how do i access application status,1,true,
how do i contact the office of the registrar,1,true,good
what is the phone number for the registrars office,5,true,
what is the registrars office,1,true,
how can i appeal the financial aid offer,1,true,
qr code for okta verify,1,true,
i cannot login it said failed to signin,1,true,
i got a new phone and need a new code for okta verify,1,true,bad
okta verify code,1,true,
new phone okta,1,true,
i would like to know where i can get my transcript electronically,1,true,good
how much does grad school cost per credit hour,1,true,
where is the link to get my storm card,1,true,
master in criminal justice,1,true,
where can i make my deposit,1,true,
you cant do it online,1,true,
need help with signing into my account,2,false,
i cant access my connect,1,true,
community noise complaint,1,false,
noise complaint,1,false,
do you pay for tuition every semester or yearly,1,true,
about how much is each semester,1,true,
what is the yearly cost of college of pharmacy and health science,1,false,
how to get my storm card,2,true,
can i set an appointment,1,true,
how much is tuition for one year,1,true,
is there an enrollment deposit waiver,1,false,
do you offer summer classes to visiting students,1,true,
how to accept,1,true,
how do i accept admission,1,true,
research science,1,true,
what is the cost of tuition for online graduate student,1,true,
how do i know how much a summer class is,1,true,
where do i look to see my financial aid package,1,true,
how can i veiw for financial aid package,1,true,
where can i sign up for summer classes,1,true,
who do i contact for retrieving a transcript,1,true,
how do i receive my transcript from a high school course that offered credit through this university,1,true,
what is the tuition for pharmd,1,true,
who would i contact to ask questions,1,false,
what email can i connect to ask questions,1,false,
give me a email i can contact,1,false,
orientation,25,true,
orientation 2024,1,true,
student orientation 2024,1,true,
how much are summer courses,1,true,
how do i submit my deposit money,1,false,
how to deposit enrollment money,1,true,bad
what are the requirements to take a graduate course as an undergraduate,1,true,
how can i take a graduate class,1,true,
i am struggling to setup my email for stjohns may you please help me,1,true,
what app am i supposed to download,1,true,
what does the app look like,1,true,
is there another way to get my stjohns email,1,false,
is there another way to get my stjohns email cause i am struggling to get it,1,false,
does the university offer a mandarin chinese class,1,false,
how do you see your financial aid package online,1,true,
i cant remember my username,1,true,
what is the username,2,true,
what is my username for uis,1,false,
when are the dorms closing in spring 2024,1,true,
who could i ask questions regarding trsanferring majors,1,true,
what is the self selection process,1,false,
i cant login to signon i have my email and password but it will not let me get in,1,true,
when do freshman start for fall 2024,1,true,
when do freshman need to arrive,1,true,
where do my scholarships send their money,1,true,
what is the address for where scholarships send their money,1,true,
what happens if i dont get the housing i want,1,true,
how do i create a new email,1,true,
is it possible to get a single room as a freshman,1,true,
when is check in for housing,1,true,
what i the deadline for accepting enrollment,1,true,
enrollment dealing,1,false,
enrollment deadline,1,true,
acceptance deadline,1,true,
when is decision day,1,true,
hen should i accept my decision,1,true,
how much is housing,2,true,
why cant i schedule an orientation day,1,true,
what is the tuition rate for visiting summer student,1,true,
summer session tuition,1,true,
have i been accepted into st johns university,1,true,
can i use fafsa loans,1,true,
what are the nursing prerequisites,1,true,
what math prerequisite is required for nursing,1,true,
course of study for nursing,1,true,
looking for the email for the residential housing,1,false,
how do i get my pin for me uis,1,true,
how do i login into uis,1,true,
sup dawg,1,false,
login for student portal,1,true,
i want to confirm a tour appointment for today,1,true,
i cannot login to signon,1,true,
how do i get into sports,1,true,
hi im looking to apply for work as campus security,1,false,
im an incoming freshmen an i want to switch my major how do i switch my major,1,true,
access transcript,1,true,
contact it department,1,true,
ho to make a st johns email,1,true,
how to acces storm card,1,true,
highschool college courses transcripts,1,true,bad
what under graduate degrees do you offer,1,true,
are those the only one,1,false,
send me a link,1,true,
what is my network username,1,true,
where can i find the date for my finals,1,true,
pharm d depsoit cost,1,true,
how to file a complaint regarding the library,1,false,
how to file a complaint,2,true,
how to file a complaint as a student,1,true,
what is the fafsa deadline,1,true,
what is st johns fafsa deadline,1,true,
do you offer any program that correlates with nutritionist and dietitian career,1,true,bad
switching rooms,1,true,
office of financial,1,true,
office of student financial services number,1,true,
i need to find my personal information,1,true,bad
i want to use adobe reader is it free for faculty,1,false,
can you give some examples,1,true,
what is the students to staff ratio,1,true,good
i have to request a transcript,1,true,
diploma help,1,true,
can you get me the contact info for residence life,1,true,
is there an email,2,true,
i lost my xid,1,true,
what if i dont have a storm card,1,true,
how can i schedule a meeting with my academic advisor,1,true,
where do i sign in,1,false,
i enrolled,1,true,
can you send me information,1,false,
can u please send me a brochure,1,false,
where can i make new student deposit,1,true,
library science,1,true,
what is the cost of of single dorm room,1,true,
how do i access the account,1,true,
do i get a student id if i applied,1,false,
housing deposit for fall 2024,1,true,
what is the cost for st johns hall dorms,1,true,
tuition for pharmacy program,1,true,
if i want to switch my programmajor how do i do that,1,false,
major,2,true,
im having trouble paying my enrollment fee,1,true,
is the mailroom open tomorrow,1,true,
housing request,1,true,
do i need an appointment,1,false,
can i come in to visit the financial aid department,1,true,
do i need an appointment to speak to financial aid,1,false,
if i esnt to stay just for one semester,1,true,
is there any medical courses i can take online,1,false,
what courses can i take online,1,true,
do you do hospitality management,1,true,
paid internships,1,false,
what does p mean for a grade,1,true,
how do i find out who my advisor is as a junior,1,true,
how do i make an appointment with my advisor,2,true,
where can i find the free fafsa application,1,true,
how to a place my payment for housing deposit,1,true,
what do i need to do as an upcoming freshman,1,true,
please how do i apply for masters as an international student,1,true,
are there scholarships for graduate students,4,true,
what number can i contact,1,true,
what is the athletics department contact number,1,true,
how can i commit to st johns university,1,true,
any tours available,1,true,good
hosuing application,1,true,
i need to speak to a housing representative,1,false,
what is provost scholarship,1,true,
what scale is the gpa on,1,true,
i would like to know about all the accounting programs,1,true,good
pay deposit for undergraduate,1,true,
how can i chose my housing,1,true,
how do i complete the process,1,true,good
is there christian club i can join,1,true,
student organizations,8,true,
is there sports that i can join,2,true,
the classes start what date,1,true,
what happpens if i fail a class,1,true,
if i fail my class what happens,1,true,
when the 2nd half of spring classes begin,1,true,
classes resume on april 22nd,1,true,
is there a certificate program i graduate in,1,true,
what about those who are seniors as well,1,true,
is the spring of 2024,1,true,
is there an english and math class i can take,1,false,
is the classes going to be virtual or in person,1,false,
is for graduation for the spring of 2024,1,true,
it is going to be combined degree level,1,true,
for the class of 2024 in the spring,1,false,
course code,1,true,bad
is nursing accredited here,1,true,
is the bs in nursing accredited,1,true,
can i pay the enrollment deposit after the may 1 deadline,1,true,
ielts requirement,1,true,
tuition fees for master program,1,true,
do you haver marketing program,1,true,
math 150,1,false,
access to my account,1,true,
telephone number to registrar,1,true,
when is the deadline for a students enrollment fee this year,1,true,
whats my fafsa status,1,true,
can you send me the link for the application,1,true,
academic honor code,1,true,
how do i get a time ticket for first year class registration,1,true,
what happens if it says i have no time ticket,1,false,
i went on my profile and it said i had no time ticket for class registration what should i do,1,true,
where do i give deposit,1,true,
how to reqest a roomate,1,true,
can i submit my deposit by june 1st,1,false,
enroll as a freshman,1,true,
is the housing deposit refundable,2,true,bad
when are move out dates,1,true,bad
move out dates for 2024,1,true,
when is my deposit due,1,true,
how do i create a sign in,1,true,
how do i get my st johns email,1,true,
when will i get my st johns email,1,true,
can freshman live off campus,2,true,good
housing selection calendar,1,true,
i havent been assigned a freshmen advisor,1,true,bad
dorm rooms,1,true,
how much is a double dorm per semester,1,true,
as an undergraduate admission,1,true,
were can i find info about dorm rooms,1,true,
when is the housing deposit due,1,true,
where can i find prices for dorm room,1,true,
what dorm hall is for freshman,1,true,
does st johns have free laptops,1,true,
laptop program,2,true,
how do i register for a class,1,true,
area hotels,1,true,
can you get an extension on your deposit,1,false,
when is my enrollment deposit due,1,true,
how can i get a refund my deposit,1,true,
where can i find my temporary pin,1,true,
where to see my fasfa information,1,true,
what is the email under,1,true,
what is this place about,1,true,
locations,2,true,
what courses are there,1,false,
change phone number,1,true,
how to delete application,1,true,
what should i write personal essay about,1,true,bad
is the biology program considered pre med,1,false,
is the deposit refunded on the spot,1,true,
when is the timeline for the refund,1,true,
still not working,1,true,
when is the deadline for the housing deposit,1,true,
online library access,1,true,
hello how much is tuition without living on campus,1,true,
can you switch majors,1,true,
whats the nursing programs,1,true,
how much is tuition if you are in the nursing program,1,true,
housing deadline,1,true,
when is your next tours for the 2024 year,1,true,
if im visiting campus where can i park,1,true,
how may i contact the office of provost,1,true,
do you know the email address of the provost,1,true,
how to make an appointment with an advisor,2,true,
awards for graduation,1,true,
how can i update my mailing address,1,false,
change address,4,true,
room change request form,1,true,
the link is not working,1,false,
find out more about payment plans,1,true,
online graduate,1,true,
when is the last day to send a deposit to commit,1,false,
i need to know when my finals are,1,true,
what is the schedule for the final exams,4,true,
is the mailroom open today,1,true,
update emergency contact,1,true,
when does the accelerated nursing program start,1,true,
what is the cost of the accelerated nursing program,1,true,
is it too late to sign up for summer classes,1,false,
when does the fall semester start,2,true,
when is the deposit deadline,1,true,
is the classes going to be on zoom,1,true,
is there a business class that i can take,2,true,
in peter j tobin college of business,1,true,
would you send the zoom link,1,true,
is graduation ceremony going to be in person or virtual,1,true,
may 19 2024 at 1100 am,2,true,
graduation is virtual or in person,1,true,
financial aid appeal,1,true,
psychiatrist,1,true,
can i see my financial pacage,1,false,
when do classes start,1,true,
how much does st johns cost including room and board,1,true,
how to update my name on portal,1,true,
which hall has single dorms,1,true,
how do i send my enrollment deposit,1,true,
hey i wanted to know how to set up for orientation,1,true,
where do i find my password for signon,1,true,
i am a new admitted student where can i find my login information,1,false,
log in information,1,false,
log into my account,1,true,good
what are the deposit deadlines this year 2024,1,true,
webinar link,1,false,
when is the enrollment deposit due,1,true,
when is the deadline to pay the enrollment deposit,1,true,
still need help,2,true,
calendar for 20242025 year,1,true,
finical aid,1,true,good
why doesnt my connect account letting me log in,1,true,
schedule a campus tour,1,true,
hi i am an alumni and im trying to get my transcript how do i find it on the website,1,true,
login to uis,11,true,
copy of a transcript,1,true,
how do i apply for the catholic student scholarship,1,true,
when will i be able to receive my actual cost of attendance,1,false,
when should my enrollment deposit be in by,1,true,
does st johns accept ap scores of 3,1,true,
how big is the average class size,1,true,
how big is a lecture usually,1,false,
how big are class sizes,1,true,
pharmacy post graduate course,1,true,
visa,1,true,
when is the deadline to commit to this school,1,true,
where do i send my online transcript to for undergraduate admissions,1,true,
im looking to transfer,1,false,
an i get a refund back from my deposit,1,true,
when are my finals,1,true,
how to open my email,2,true,
could i double major with out doing dual degrees,1,true,good
is business administration a bachelors degree,1,true,
when do classes start for new students,1,true,
how to apply for parking pass,1,true,
how do i apply for a major as a first year,1,false,
how do i apply for a major,1,true,
i lost my room key,1,true,
is there a form to fill out,1,true,
i will like to know if there is phd international relations,1,false,
how many credits make you a junior,1,false,
how many credits to be a junior,2,false,
student offices number,1,true,bad
financial aid award,1,true,
i would like to schedule a campus tour for my daughter,1,true,
what is the passing grade at this university,1,true,bad
i was asked to go to student portal i have not set up my password or email how do i login in,1,false,
how do u get your student number,1,true,
where are you guys currently located,1,false,
i am a new first time student how do i register,724,true,
hi im a new student,1,false,
it says failed,1,true,
housing for graduate students on manhattan campus,1,true,
what is the cost of graduate tuition for a senior citizen,1,true,
how do i apply for graduate courses as a non matriculated student,1,true,
where may i find the graduate nonmatriculated application,1,true,
where do i have an official transcript mailed,1,true,
contact the school,1,true,
im going to be a freshmen how do i register,1,true,
mailing address to send my transcript,1,true,
are course evalutaions required,1,true,
who do i contact as an incoming freshman to change my major,1,true,
wha5 if i dont get a response,1,true,
room and board cost,1,true,
st,2,false,
what is my pin number,3,true,
who do i call for to change my major,1,true,
im in the military and inquiring about using my gi bill,1,true,
is there a contact personnumber,1,false,
where is st john university located,1,true,
where do i go to refund my dorming deposit,1,true,
how do i unenroll,3,true,
how do i withdraw from school,8,true,
how do i access my emails,1,true,
how can i sign up for financial aid,1,true,
how do i do the selfselection appointment for housing,1,true,
how do i switch out of my room,1,true,
nearest train station,1,true,
dangelo center hours,1,false,
how do i change the account security question answers for logging in,1,true,
what is the diffrence between a junior triple and a naormal one,1,true,
would you guys help me get a visa to travel and study at your school,1,true,
room deposit refund,1,false,
how can i get a refund for a dorm deposit,1,true,
what happens if i turn in a late deposit,1,true,
what is the housing intent process,3,true,
when is fasa due,1,true,
i am looking foe the fees structure,1,false,
where to find the housing application,1,true,
schedule a visit,1,true,
im alumni though,1,true,
the classes are going to be hybrid,1,true,
is there a certificate course,1,true,
as a senior so i can graduate,1,true,
is there class during the day and in the night,1,true,
what time does classes start,1,true,
for the class of 2024 this spring semester,1,true,
is for undergraduate level,1,false,
the graduation is going to be in person or virtual,1,true,
is there a choir that i can join,1,false,
conditional admission undergraduate,1,true,
i am the student,1,true,
is undergrad registering avilable,1,true,
can you show my my financial package,1,true,
where do i search for roommate,1,true,
hours,1,true,
core classes,1,true,
where can i find out which classes am i allowed to register for,1,true,
summer classes 2024,1,true,
summer 2024 classes,1,true,
where can i find which classes will be held in summer 2024,1,true,
summer 12024,1,true,
does st johns offer that,1,true,
accepted as undecided major but i want to major in nursing,1,false,
what are the names of the different dorms,1,false,
how do i upgrade my emergency contact,1,true,
where could i edit my contact information,1,false,
hello how can i talk to a student,1,true,
pharmacology,1,true,
how much is the cost for pharm d,1,true,
what is an enrollment deposit,2,true,
pharmd cost,1,true,
i can not sign in to my student account,1,true,
i want to talk to a real personsorry buddy,1,true,bad
complete llb from university of london llm from your university can we become lawer in new york,1,true,
change verification information,1,true,
do you offer graduate studies,1,true,
verification for new students,1,true,
hola buenos dias,1,false,
espaol,1,true,
how can i add money to my stormcard,1,true,
where is the italian class,1,true,
i paid for my deposit already,1,false,
how do i schedule a selfselection appointment,1,true,
where can i find my class schedule,5,true,
where can i see my classes,2,true,
i want to sign in to my portal,1,true,
when does the mailroom close,1,true,
when does it close this semester,1,true,
commuter,1,true,
how do i find my account to pay my balance,1,false,
what is full name of the school,1,true,
how can i choose a room on campus for freshman,1,true,
tuition payment per semester,1,true,
how do i get the selfselection appointment,1,true,
so i have to wait,1,true,good
how to switch my major,1,true,
i have questions about the tuition,1,true,
i was wondering how much it would be for the leadership program,1,true,
school building leadershipschool district leadership,1,true,
i am trying to find my financial aid package,1,true,
does dorming provide a meal plan,1,false,
need help,1,true,
is there overnight orientation,1,false,
international student admission requirements,1,true,
do you have any free programs,1,true,
hello answer me,1,true,
how much is the international students application fee,1,true,
do they have an international student financial aid,1,true,
what kind of scolarships,1,true,
if i am a biomedical sciences major how much do i have to pay in tuition,1,false,
