Rank,Question,Bot Response,Confidence
373,how to view my bill,"You can view your bill by logging on to UIS and following the instructions to the Student Account Center. Alternatively, you can click on the ""Student Account Suite,"" which will take you to TouchNet, the secure third-party payment servicer. You can view and print the latest statement as well as previous statements.",high
374,forget email password,Follow this [video](https://youtu.be/bPZI6iF6aVo) on how to reset your forgotten password.,high
375,virtual tours,"Yes, St. John's University offers self-guided tours that include video chapters accessible on their [YouTube channel](https://www.youtube.com/watch?v=TqcE16uQRYg&list=PLdrvYadv30-HYExjFXjBs-eIxHrWDC4sg).",high
376,what pin is needed for uis,"For first-time users accessing the UIS (University Information System), the initial PIN needed is ""Sj"" followed by the eight digits of your X-ID number, without the ""X"". For example, if your X-ID is X01234567, the initial PIN would be Sj01234567.",high
377,how do i register,"You can find your Registration Time Ticket by logging into [connect.stjohns.edu](https://connect.stjohns.edu/) or using the Connect app on your smartphone. Choose the New UIS Experience widget, go to My Information – Academic Profile - click Registration Notices and you will see your Time Ticket. All students should bring a student advisement report to their advising appointments. Advisors will provide their advisees with a PIN, which is needed to register. 

<br/>For more information, please refer to the [Registrar’s Office website on Registration](https://www.stjohns.edu/academics/office-registrar/registration) and [How do I register for classes using the ""New UIS Experience""?](https://ithelp.stjohns.edu/support/solutions/articles/16000080168).

Are you a first time or first year student?

First Time Student

First Time First Year Student

Point to: ""i am a new first time student, how do i register?""

Point to: ""i am a first time first year student, how do i get registration information?""",high
378,how can i view my ebill,"Point to: ""solutions payment""",high
379,nursing,St. John's University offers a [B.S. in Nursing](https://www.stjohns.edu/academics/programs/nursing-bachelor-science).,high
380,is there a link,,low
381,i dont remember my security question answer,"Point to: ""solutions reset mfa""",high
382,i am undergraduate student,,none
383,how do i find my temporary pin,"For first-time users, your initial temporary PIN for the University Information System (UIS) is ""Sj"" followed by the eight digits of your X-ID, without the ""X"" (e.g., Sj12345678).",high
384,how do i find out who my advisor is,"After your first year, you can find your academic advisor by contacting the College office and faculty advisors in major departments. You can also visit the Student Academic Advisement page for more information. If you are in the College of Liberal Arts and Sciences, you can contact the dean's office [here](https://www.stjohns.edu/academics/schools/st-johns-college-liberal-arts-and-sciences/contact). If you are in the College of Professional Studies, advisement information can be found [here](https://www.stjohns.edu/academics/schools/college-professional-studies/ccps-student-services/ccps-academic-advisement). For all other College offices, you can contact them at [718-990-2000](tel:7189902000) during regular office hours.",high
385,official transcript,"Point to: ""solutions transcript""",high
386,solutions id number,[Here](https://ithelp.stjohns.edu/support/solutions/articles/16000015364) are instructions on where **students** can find their Storm Card ID number or X number.,high
387,what are the gpa requirements for admission to st johns university,"Point to: ""what high school classes are required for a bachelor's degree?""",high
388,st johns delivery address,"All residence/resident mail is delivered to the University Mailroom in the ROTC Building by Gate 6. For mail room hours and residential mailing addresses, visit [here](https://www.stjohns.edu/queens-residential-campus/residence-life/residence-life-handbook/residence-hall-services).",high
389,solutions diploma,Eligible students can obtain their diploma by submitting an online diploma application on [UIS](https://www.stjohns.edu/uis).,high
390,i am a junior and i need assistance in finding my academic advisor,"You can find your academic advisor by contacting the College office and faculty advisors in major departments. You can schedule an appointment, find your academic dean, and more by visiting the Student Academic Advisement page. If you are in the College of Liberal Arts and Sciences, you can contact the dean's office [here](https://www.stjohns.edu/academics/schools/st-johns-college-liberal-arts-and-sciences/contact). If you are in the College of Professional Studies, you can find advisement information [here](https://www.stjohns.edu/academics/schools/college-professional-studies/ccps-student-services/ccps-academic-advisement).",high
391,i am in my 4th year in college,,low
392,i wanted to apply as an international student,"To apply to St. John's University as an international student for graduate admission, you need to:

- Provide secondary school records, including diplomas and any external examinations taken.
- Provide official college and university records (if attended), including diplomas/degrees awarded.
- Send payment for the $70 USD application fee (non-refundable).
- Submit the most recent TOEFL score if the language of instruction is not English.
- Provide an official English translation of all academic records that are not in English.

Additionally, you need to apply for your official Student Visa by making an appointment with your nearest U.S. embassy or consulate and applying for an F-1 (if you have Form I-20) or J-1 (if you have Form DS-2019) student visa. For more information, you can visit the [International Admission](https://www.stjohns.edu/admission/international-admission) page.",high
393,application,"To apply to **St. John's University**, follow the instructions listed [here](https://www.stjohns.edu/admission/apply).",high
394,transfer information,"At every point in your transfer journey, you'll experience personalized attention from a team of admissions, financial aid, and academic advisers. Visit [Transfer Admission](https://www.stjohns.edu/admission/st-johns-welcomes-transfer-students) to learn more and apply!",high
395,where do i submit my medical forms,"You can submit your medical forms for St. John's University through the online patient portal, Medicat. Once you have access, sign in at [signon.stjohns.edu](https://signon.stjohns.edu/home/stjohnsuniversity_medicat_1/0oa4kfc22mckTlWV0357/aln4kfjqbs1ksI18A357?fromHome=true) using your St. John's network credentials. After signing in, click on the icon for Medicat, select Uploads, and follow the instructions to upload your forms.",high
396,i want to schedule a visit,"You can schedule a campus tour for prospective undergraduate students [here](https://apply.stjohns.edu/portal/campus_visit_Queens) and for prospective graduate students [here](https://grad.stjohns.edu/portal/graduate_tours). If you have questions before your visit, you can contact St. John's University at [718-990-3368](tel:7189903368) or [visit@stjohns.edu](mailto:visit@stjohns.edu).",high
397,i forgot my x id,"If you have forgotten your User ID, you should contact the Office of Information Technology at [718-990-5000](tel:7189905000) for assistance. You can also find it on [UIS](https://ithelp.stjohns.edu/support/solutions/articles/16000015364). The Service Desk is available weekdays between 7:30 AM - 7:30 PM EST.",high
398,visit,"You can schedule a campus tour for prospective undergraduate students [here](https://apply.stjohns.edu/portal/campus_visit_Queens) and for prospective graduate students [here](https://grad.stjohns.edu/portal/graduate_tours). If you have questions before your visit, you can contact St. John's University at [718-990-3368](tel:7189903368) or [visit@stjohns.edu](mailto:visit@stjohns.edu).",high
399,how do i transfer,"To transfer to St. John's University, you need to follow these steps:

1. **Application**: Submit a formal application to the university.
2. **Official Records**: Provide official school records from your previous college or university.
3. **Transfer Credit**: Present catalog descriptions of the graduate courses for which you seek transfer credit or advanced standing. Complete a Transfer of Credit form if applicable.
4. **Grade Requirements**: Ensure that the courses you wish to transfer have a grade of ""B"" (3.0) or higher and are within the stipulated time limit.
5. **Evaluation**: The academic Dean will evaluate all documentation to approve requests for transfer of credit or advanced standing.
6. **Contact Information**: For questions or assistance, contact the Office of Transfer Admission at 718-990-2051 or email [transfers@stjohns.edu](mailto:transfers@stjohns.edu).

For more information, you can also [meet the Transfer Advising Team](https://www.stjohns.edu/admission/connect-us/st-johns-counselor-directory).",high
400,cant access my uis account,"If you are having trouble accessing your UIS account at St. John's University, you can seek assistance from the St. John's University Service Desk. You may also find helpful information and instructions on how to log in to UIS by visiting the [How do I log in to UIS? (University Information System)](https://ithelp.stjohns.edu/support/solutions/articles/16000016341-how-do-i-log-in-to-uis-university-information-system-) page. Additionally, you can explore other related articles for guidance on navigating and using the UIS system.",high
401,what is my email address,"Point to: ""solutions signon first time""",high
402,how do i find my x number,"Point to: ""solutions forgot x number""",high
403,fafsa,"To apply for FAFSA at St. John's University, follow these steps:

1. Complete the Free Application for Federal Student Aid (FAFSA) online at [studentaid.gov](https://studentaid.gov/h/apply-for-aid/fafsa). 

2. Ensure that you include St. John's University Title IV federal school code, which is 002823, on your FAFSA.

3. Keep copies of all documents used to complete the FAFSA in case your application is chosen for federal verification.

Remember, you must complete a FAFSA every year, and you should not wait to be admitted to the University to apply. Make sure you complete the application for the correct academic year.",high
404,storm card,"A Storm Card at St. John's University is a University identification card that serves as the primary means of identification for students and employees on campus. It certifies affiliation with the University and provides proof of eligibility for certain services, purchases, and access control. The card can be used in dining facilities, libraries, bookstores, vending machines, and for entry/exit gates. It is non-transferable and must be carried at all times on University properties. If lost, it should be reported immediately, and a replacement can be obtained from the Public Safety office. There is a fee for replacing a lost card, which starts at $25 and can increase to a maximum of $35 for subsequent replacements.",high
405,how do i access my immunization forms,"To access your immunization forms:

1. Sign into your [signon.stjohns.edu](https://signon.stjohns.edu/) account with your university credentials.
2. Select the icon “Medicat Student Health Services & Wellness”.
3. Select the “Immunization"" page.
4. Select the green ""Print"" button to print all of your immunizations.
5. Then go to the “Upload” page, and scroll down to the bottom.
6. Any form that you submitted to St. John's should be accessible for you to print (e.g. actual copies of medical forms you submitted from your doctor).",high
406,customer service,"Point to: ""solutions agent""",high
407,finding course descriptions,"Point to: ""solutions course offerings""",high
408,deposit refund,"If you are not eligible or no longer interested in participating in the selection process, you must log in to the [St. John's Housing Portal](https://stjohns.starrezhousing.com/StarRezPortalX) and complete the deposit refund form (found under the self-service forms tab) by the deadlines established in the Housing Calendar. 

<br/>If you wish to decline your housing and meal plan after making a selection, please log into the [St. John's Housing Portal](https://stjohns.starrezhousing.com/StarRezPortalX) and complete a Housing Decline form. This will cancel your room and board selections, and cancel your housing application.

**Deposits for incoming students, new transfers, and new graduate students are non-refundable**.",high
409,move in list,"Students can access the Move In Ready checklist in UIS by logging on to [signon.stjohns.edu](htts://signon.stjohns.edu)  and clicking on the “UIS” button, and the following steps:
- Select the “Student” tab 
- Click “Student Life” <br/>
- Click “Resident Student”<br/>
- Click “Move-in Ready Checklist”",high
410,career services,"The Career Center at St. John's University offers a wide range of services, including personalized career advisement, one-on-one career advising sessions, resume writing and cover letter assistance, internship and job search strategies, networking, and evaluating job offers and salary negotiations. They provide access to internships and employment opportunities through career and internship fairs, networking events, and information sessions. The center also offers leadership and professional development programs to help students acquire essential leadership skills. Additionally, they provide access to the Handshake platform for job, internship, and campus recruiting listings, as well as mentoring programs for first-year and upper-level students.",high
411,change password,"Point to: ""solutions reset password""",high
412,when does the fall semester start,"Which academic calendar would you like to see?

https://www.stjohns.edu/academics/academic-resources/academic-calendar

New York Campuses

https://www.stjohns.edu/academics/study-abroad-global-programs/study-and-volunteering-abroad/office-international-education-oie-outbound-programs/academic-calendars-undergraduate-programs-abroad/academic-calendar-st-johns-semester-paris

Paris Campus

https://www.stjohns.edu/academics/study-abroad-global-programs/study-and-volunteering-abroad/office-international-education-oie-outbound-programs/academic-calendars-undergraduate-programs-abroad/academic-calendar-study-abroad-rome

Rome Campus Academic Calendar

https://www.stjohns.edu/academics/study-abroad-global-programs/study-and-volunteering-abroad/office-international-education-oie-outbound-programs/academic-calendars-undergraduate-programs-abroad/academic-calendar-western-europe-semester-programs

Western Europe Campuses

https://www.stjohns.edu/law/academics/academic-calendar

Law School

New York Campuses

Paris Campus

Rome Campus

Western Europe Campuses

Law School",high
413,1000 am,,low
414,what is my log in information,"Point to: ""solutions signon first time""",high
415,solutions admissions,"Who do you want to speak to?

You can contact the Office of Undergraduate Admission at:

<br/>Phone: [718-990-2000](tel:7189902000)
<br/>Email: [admhelp@stjohns.edu](mailto:admhelp@stjohns.edu)

You can contact the Office of Graduate Admissions at:

<br/>Phone: [718-990-1601](tel:7189901601)
<br/>Email: [gradhelp@stjohns.edu](mailto:gradhelp@stjohns.edu)

You can contact Transfer Admissions at:

<br/>Phone: [718-990-2051](tel:7189902051)
<br/>Email: [transfers@stjohns.edu](mailto:transfers@stjohns.edu)

Undergraduate Admissions

Graduate Admissions

Transfer Admissions",high
416,how do i know who my dean on queens campus is,"Point to: ""i am a junior and i need assistance in finding my academic advisor.""",high
417,can you provide me with the email address for alana glaser a professor at st johns,"Our world-class scholar-teachers are one reason students from around the globe select St. John’s to acquire the knowledge and skills to excel in their careers. To learn more about our faculty, visit [here](https://www.stjohns.edu/academics/faculty).",high
418,is going to be virtual or in person,"Point to: ""who should i contact about graduating?""",high
419,solutions work order,You can submit a work order [here](https://stju.webtma.com/?tkn=aJag-oLT5v3_n_AM7J1iHndaINby7INgyaPE_tajlTu0I_SclAamO4DhljkDv__iTa90z6U0l2G-g6X6pWuolnCaCP3899mTX4fWgssaDJR5Quwzw9tHKmuLnDe96cP0C7Sc5Ux8GuDK0yshv5Kt_PfW8fq2Z40FLssUnHRd6eH2LMreskln_qUXdf_42HUFewtSBuqlb11GuGyuYQUNnEAjEKuICH6zFbJ_ZcDTIHIh3eY0roS-PoR0u6Y6T57n).,high
420,password,"Point to: ""solutions forgot password""",high
421,clep exam,"The CLEP exam allows students to earn college credits in various areas such as Science, Math, English, History, and Languages. Each exam is worth 3 college credits, and students can complete up to 12 deficiency credits via the CLEP exam. A passing score is considered 51 and above. More information can be found on the CLEP website. St. John's University no longer proctors the CLEP Exam. CLEP or other credit-by-test can only be done for a total of 9 credits over a 4- or 5-year program, and they may not be used in Education courses or in the student’s concentration area. Seniors are not allowed to take any CLEP or credit-by-test examination.",high
422,when do classes begin in the spring 2024 semester,"Which academic calendar would you like to see?

https://www.stjohns.edu/academics/academic-resources/academic-calendar

New York Campuses

https://www.stjohns.edu/academics/study-abroad-global-programs/study-and-volunteering-abroad/office-international-education-oie-outbound-programs/academic-calendars-undergraduate-programs-abroad/academic-calendar-st-johns-semester-paris

Paris Campus

https://www.stjohns.edu/academics/study-abroad-global-programs/study-and-volunteering-abroad/office-international-education-oie-outbound-programs/academic-calendars-undergraduate-programs-abroad/academic-calendar-study-abroad-rome

Rome Campus Academic Calendar

https://www.stjohns.edu/academics/study-abroad-global-programs/study-and-volunteering-abroad/office-international-education-oie-outbound-programs/academic-calendars-undergraduate-programs-abroad/academic-calendar-western-europe-semester-programs

Western Europe Campuses

https://www.stjohns.edu/law/academics/academic-calendar

Law School

New York Campuses

Paris Campus

Rome Campus

Western Europe Campuses

Law School",high
423,how do i submit my highschool transcript,"To submit your high school transcript to St. John's University, you can send official transcripts directly to:

St. John's University  
Office of Transfer Admission  
8000 Utopia Pkwy.  
Queens, NY 11439  

If you are requesting an electronic transcript, direct it to the Office of Undergraduate Admission at [transfers@stjohns.edu](https://www.stjohns.edu/admission/undergraduate-admission/transfers@stjohns.edu). 

For international students, electronic transcripts must be emailed directly from your previous institution from an official school email domain to [intladm@stjohns.edu](mailto:intladm@stjohns.edu).",high
424,spring 2024,,low
425,gpa,"For admission to the M.A. program in English at St. John's University, an undergraduate GPA of at least 3.0 is required, with a 3.5 GPA in English courses.",high
426,contact the registrar office,"Point to: ""what is the phone number for the registrar's office?""",high
427,the big interview,"""Big Interview"" is a video-based software offered by St. John’s University Career Services to help users prepare for interviews and practice their skills. It provides a variety of tools, including challenging virtual mock interviews for all experience levels, a database of thousands of interview questions across various industries with tips on how to answer them, and a step-by-step interview answer builder for crafting answers to behavioral questions. Alumni can register for Big Interview and need to contact Career Services for the Organizational Code to access the site. More information can be found [here](https://stjohnsalumni.biginterview.com/).",high
428,high school,"Whether you are a high school student who wants to enroll in credit-bearing courses, explore early admission options, or a college student interested in summer session courses, St. John's University has something for you! Visit [here](https://www.stjohns.edu/admission/other-programs) for more information.",high
429,i will be graduating in may 2024 in the spring,"If you are graduating in May 2024, you may be eligible for certain awards and events. For example, pharmacy students graduating in May 2024 can apply for awards such as the [Facts and Comparisons Award for Excellence](https://forms.office.com/r/hhjmeyVqt7), [St. Lukes/St. Giovanni Leonardi Award](https://forms.office.com/r/RPAYnBzESr), [TEVA Pharmaceuticals Award](https://forms.office.com/r/RcAhCKX11q), and [Natural Medicine Comprehensive Database Recognition Award](https://forms.office.com/r/xPDLyVtqY5). Additionally, if you are part of the graduating class of the Peter J. Tobin College of Business, you are invited to attend a special “2020 Senior Prom” event on May 3, 2024, as a celebration of your achievements and to acknowledge the challenges faced during the pandemic.",high
430,how to set up uis account,"To set up your UIS account at St. John's University, use your official St. John's ID number, which starts with a capital ""X"" and appears on your acceptance letter. For first-time users, your initial PIN is ""Sj"" followed by the eight digits of your X-ID, without the ""X"" (e.g., Sj12345678). Once logged in, you can change your PIN by clicking the Personal Information Menu.",high
431,how do i log into my st johns university,"Point to: ""solutions signon first time employee""",high
432,i am in my senior year,"The [Center for Student Success](https://www.stjohns.edu/academics/centers-institutes/center-student-success) advises first-year students. The [Office of Transfer Student Services](https://www.stjohns.edu/admission/st-johns-welcomes-transfer-students/transfer-student-services#:~:text=For%20more%20information%20contact%20our,at%20Tsshelp%40stjohns.edu) advises entering transfer students. After the first year, you can find your academic advisor by contacting the College office and faculty advisors in major departments. You can schedule an appointment, find your academic dean, and more by visiting the Student Academic Advisement page. If you are in the College of Liberal Arts and Sciences, you can contact the dean's office [here](https://www.stjohns.edu/academics/schools/st-johns-college-liberal-arts-and-sciences/contact). If you are in the College of Professional Studies, you can find advisement information [here](https://www.stjohns.edu/academics/schools/college-professional-studies/ccps-student-services/ccps-academic-advisement). For all other College offices, contact us at [718-990-2000](tel:7189902000) during regular office hours.",high
433,when is the first day of school,"Point to: ""Academic calendar""",high
434,i am unable to log into my outlook canvas,First-time users can watch this [video](https://youtu.be/LGEuKQzLTmY?list=PLZ4iYhOa7b8hV9JAgYkbHusJl7pD_b67K) on how to sign on and more detailed instructions [here](https://ithelp.stjohns.edu/support/solutions/articles/16000010232-how-do-i-log-in-to-the-sign-on-okta-portal-at-signon-stjohns-edu-).,high
435,i do not have a photo id card,"Point to: ""solutions id number""",high
436,parking,There is only one option available when requesting a St. John’s University Parking Permit: resident parking.,high
437,i cant log into my st johns email,"Point to: ""solutions signon first time""",high
438,withdraw from class,"If you want to drop a course, you must complete a Change of Program and inform your dean of this in writing. Read more on [Withdrawals and Credits](https://www.stjohns.edu/admission/tuition-and-financial-aid/tuition/withdrawals-and-credits).",high
439,do you guys have the option of studying abroad,Learn more about the study abroad program options [here](https://www.stjohns.edu/academics/study-abroad-global-programs).,high
440,advisment appointment,"Point to: ""advisement""",high
441,where can i find this,"You can find information about the study abroad program options at St. John's University by visiting the [Global Education](https://www.stjohns.edu/academics/global-education) and [Global Studies](https://www.stjohns.edu/academics/global-programs) pages. Additionally, you can explore the OIE Outbound Programs page [here](https://www.stjohns.edu/academics/study-abroad-global-programs/study-and-volunteering-abroad/office-international-education-oie-outbound-programs) for more details on study abroad opportunities. For further assistance, you can contact the Office of International Education at [studyabroad@stjohns.edu](mailto:studyabroad@stjohns.edu).",high
442,i am a new user i cant able to login the portal,"If you are a new user and can't log in to the portal, please refer to the guide on how to log in for the first time: [How do I log in to UIS for the first time?](https://ithelp.stjohns.edu/support/solutions/articles/16000016341). This resource should provide you with the necessary steps to access the portal.",high
443,register for classes,"You can find your Registration Time Ticket by logging into [connect.stjohns.edu](https://connect.stjohns.edu/) or using the Connect app on your smartphone. Choose the New UIS Experience widget, go to My Information – Academic Profile - click Registration Notices and you will see your Time Ticket. All students should bring a student advisement report to their advising appointments. Advisors will provide their advisees with a PIN, which is needed to register. 

<br/>For more information, please refer to the [Registrar’s Office website on Registration](https://www.stjohns.edu/academics/office-registrar/registration) and [How do I register for classes using the ""New UIS Experience""?](https://ithelp.stjohns.edu/support/solutions/articles/16000080168).

Are you a first time or first year student?

First Time Student

First Time First Year Student

Point to: ""i am a new first time student, how do i register?""

Point to: ""i am a first time first year student, how do i get registration information?""",high
444,employment opportunities,"Point to: ""solutions jobs""",high
445,tour the school,"Yes, you can schedule a campus tour for prospective undergraduate students [here](https://apply.stjohns.edu/portal/campus_visit_Queens) and for prospective graduate students [here](https://grad.stjohns.edu/portal/graduate_tours). If you have questions before your visit, you can contact them at [718-990-3368](tel:7189903368) or [visit@stjohns.edu](mailto:visit@stjohns.edu).",high
446,ordering transcript alumni,"Electronic transcripts may be ordered from the [Parchment website](https://www.parchment.com/u/registration/33150/account) if you attended after 1989.  There is a service fee. You can also request a printed transcript via [**UIS**](https://www.stjohns.edu/uis). Please visit follow the instructions [here](https://www.stjohns.edu/academics/office-registrar#transcript). 

<br/>If you attended or graduated St. John's prior to 1990, please follow the instructions here [for mail-in requests](https://www.stjohns.edu/academics/office-registrar#transcript). 

<br/>Law School students please find instructions at the [Law School Office of the Registrar](https://www.stjohns.edu/law/student-services/office-registrar).<br/>",high
447,how much per semester,,low
448,overnight guest,,none
449,course description,"Point to: ""solutions course offerings""",high
450,where can i see my grades,"You can view your grades on the [New UIS Experience](https://connect.stjohns.edu/) by logging in and selecting the ""View My Grades"" card. Midterm grades can be viewed on the [UIS](https://banssb.stjohns.edu/ssb/) by logging in, selecting the Student tab, and then selecting Student Records.",high
451,who is your chancellor,"Point to: ""who is your chancellor""",high
452,tell me about your sports,"St. John’s University offers a variety of sports programs, including an Intramural program that provides formal recreational sports opportunities for students, faculty, staff, and administrators. The university also offers a Personal Training program with one-on-one sessions with a qualified personal trainer. The Club Sports Program allows students with similar interests to participate in various sports and recreational activities, with current clubs including Bowling, Kickline, Men’s Basketball, Running/Track, Tennis, Ultimate Frisbee, and Women’s Soccer.

Additionally, St. John’s has intercollegiate athletic teams. For women, the university competes in basketball, softball, fencing, tennis, cross country, indoor and outdoor track and field, soccer, volleyball, and golf. Men's teams compete in baseball, basketball, fencing, lacrosse, soccer, tennis, and golf. The university is a member of several athletic associations, including the NCAA and the BIG EAST Conference.

The Fitness Center offers a wide variety of cardio and strength training equipment. For more information, visit [www.stjohns.edu/crec](www.stjohns.edu/crec).",high
453,former student,"**Welcome to St. John's University**

What do you need help with?

Access Email

Request Transcript

Point to: ""solutions alumni email""

Point to: ""solutions transcript""",high
454,why am i not getting a sms code,"For assistance with logging in, please give the Service Desk a call at 718-990-5000. After verifying your identity, we can help you unlock your account. Our business hours are Mon - Fri, 7:30 AM to 7:30 PM.",high
455,need help with signing into my account,"To sign into your St. John's University account, follow these steps:

1. Your username is your St. John's email, formatted as firstname.lastnameYY@my.stjohns.edu, where YY is the two-digit year you entered the university. For example, john.doe23@my.stjohns.edu.

2. Your default password is Sjxxxxxxxx, where xxxxxxxx is your Storm Card ID card number (the eight-digit number on the front of your Photo ID card, not your X number).

3. First-time users can watch a [video](https://youtu.be/LGEuKQzLTmY?list=PLZ4iYhOa7b8hV9JAgYkbHusJl7pD_b67K) for guidance and find more detailed instructions [here](https://ithelp.stjohns.edu/support/solutions/articles/16000010232-how-do-i-log-in-to-the-sign-on-okta-portal-at-signon-stjohns-edu-).

4. Navigate to [signon.stjohns.edu](http://signon.stjohns.edu/) and enter your St. John's University email address and password.

5. You may need to approve your login using one of your authentication methods.",high
456,how to transfer those credits,"To transfer credits to St. John's University, you need to present a formal application along with official school records from your current college or university. You must also provide catalog descriptions of the courses for which you are requesting transfer credit or advanced standing. A Transfer of Credit form, available from the office of the appropriate academic dean, may need to be completed. The academic Dean will evaluate all documentation to approve requests for transfer of credit or advanced standing. Note that no credit will be allowed for courses beyond the stipulated time limit or in which the grade attained is below a ""B"" (3.0). For further questions, you can contact the transfer admission specialists via email at transfers@stjohns.edu or by phone at (718) 990-2051. More information can be found on the [transfer admissions webpage](https://www.stjohns.edu/admission/st-johns-welcomes-transfer-students).",high
457,how do i reset my pin,"To reset your PIN for your St. John's University account, follow these steps:

1. Go to [www.stjohns.edu/UIS](http://www.stjohns.edu/UIS).
2. Enter your X number with the capital letter X, and then click ""Forgot PIN.""
3. You will be prompted to reset your UIS PIN after answering a security question that you created when you first set it up.

If you do not remember your security question/answer, you can call the service desk for further assistance. You will be required to verify your ID over the phone to proceed with a password reset. The service desk can be reached at (718) 990-5000, Option 2, Monday to Friday, 7:30 a.m. to 7:30 p.m. EST.",high
458,what are the requirements to apply,"Point to: ""solutions requirements""",high
459,where is st johns,"St. John's University is located at 8000 Utopia Parkway, Queens, NY 11439. The university also has a campus in Rome and locations in Paris and Limerick. For directions and more information, visit [Find Us](https://www.stjohns.edu/queens-residential-campus/directions-and-area-hotels).",high
460,graduate programs,,low
461,i am new to sju how do i sign on,"To sign on to your St. John's University account as a new student, follow these steps:

1. **Username:** Your username is in the format of firstname.lastnameYY@my.stjohns.edu, where ""YY"" is the two-digit year you entered the university. For example, john.doe23@my.stjohns.edu.

2. **Default Password:** Your default password is Sjxxxxxxxx, where ""xxxxxxxx"" is your Storm Card ID card number (the eight-digit number on the front of your Photo ID card, not your X number).

3. **Access SignOn:** Go to [SignOn](https://signon.stjohns.edu).

4. **First-Time Setup:** As a first-time user, you will need to complete some one-time actions to set up enhanced security features, including selecting a secondary authentication method for two-factor authentication. You can choose to receive a text message, use an app on your mobile phone, or receive a call with a code.

5. **Access Applications:** Once signed in, click on the icon of the app you wish to access.

For more detailed instructions, you can watch this [video](https://youtu.be/LGEuKQzLTmY?list=PLZ4iYhO",high
462,how do i submit my immunization forms,"To access your immunization forms:

1. Sign into your [signon.stjohns.edu](https://signon.stjohns.edu/) account with your university credentials.
2. Select the icon “Medicat Student Health Services & Wellness”.
3. Select the “Immunization"" page.
4. Select the green ""Print"" button to print all of your immunizations.
5. Then go to the “Upload” page, and scroll down to the bottom.
6. Any form that you submitted to St. John's should be accessible for you to print (e.g. actual copies of medical forms you submitted from your doctor).",high
463,what is st johns email,"Point to: ""solutions signon first time""",high
464,classes,"Point to: ""how can i find course descriptions at st. john's university?""",high
465,what days are available,"Immunization forms can be submitted at St. John's University from Monday to Thursday between 8:30 a.m. and 4:30 p.m., and on Friday from 8:30 a.m. to 3:00 p.m. The office is closed on Fridays during the summer break.",high
466,job openings,"Point to: ""solutions jobs""",high
467,where do i contact residence life,"You can contact the Residence Life office at St. John's University by reaching out to Joseph Dratch, the Associate Director of Residence Life, at 718-990-2417 or via email at [dratchj@stjohns.edu](mailto:dratchj@stjohns.edu).",high
468,nothing is working,"Point to: ""solutions agent""",high
469,what building is sjh,SJH is St. John's Hall.,high
470,how to get a room in st augustine,You can read more about [**Quiet Study and Group Study Rooms**](https://www.stjohns.edu/libraries/help-services/quiet-study-and-group-study).,high
471,graduation ceremony will be in person or virtual,"Point to: ""i have a question about graduation?""",high
472,is the graduation going to be virtual or in person,"Point to: ""i have a question about graduation?""",high
473,where is the portal,"Point to: ""solutions signon first time""",high
474,where can i find online orientation,"You can find the Online Orientation modules for St. John's University as part of the First-Year Student Orientation and Transfer Orientation programs. These modules will help familiarize you with campus resources and introduce you to student life before you arrive on campus. For more information, you can contact the orientation team at [orientation@stjohns.edu](mailto:orientation@stjohns.edu) or call 718-990-5353.",high
475,test sso,,low
476,where is human resources located,,none
477,what is the mailing address for the bursars office,"The mailing address for the bursar's office is:

<br/>St. John’s University
<br/>Student Financial Services
<br/>8000 Utopia Parkway
<br/>​Queens, NY 11439",high
478,payment plan,"St. John's University offers several payment plan options for undergraduate, graduate, and law students, as well as those assisting them with educational expenses. The benefits of these payment plans include:

- The ability to make multiple payments instead of one lump sum.
- Interest-free plans if payments are made on time.
- Enrollment with as little as a 25% down payment.
- Consideration of approved or pending financial aid to reduce the outstanding balance.
- Auto Pay feature for automatic payments from a credit card or ACH checking/savings account to ensure timely payments.
- Authorized users, other than the student, can view and pay the bill once invited as an Authorized User.

For more details, you can [learn more about your payment options here](https://www.stjohns.edu/admission/tuition-and-financial-aid/payment-options).",high
479,i cant log into my email,"If you cannot log into your St. John's University email, you can try the following steps:

- If you need to reset or recover your password, go to [https://signon.stjohns.edu](https://signon.stjohns.edu) and select ""Need help signing in?""
- If you know your password, log on, click on your name, then go to Settings, and Edit Profile to change your password.
- If you need further assistance, contact the IT Service Desk at [718-990-5000](tel:7189905000).",high
480,how can i access my transcript,"Point to: ""solutions transcript""",high
481,connect to sjumobile wifi,"To connect to the SJUMobile Wi-Fi, follow these steps based on your device:

**For Android:**
1. Go to Settings and then the Connections/Wi-Fi section.
2. Ensure Wi-Fi is turned ON.
3. Select SJUMobile from the list of networks.
4. Enter your ""Identity"" (email address) and password (same credentials as [signon.stjohns.edu](https://signon.stjohns.edu)).
5. If prompted for ""CA Certificate,"" select ""Do not Validate"" or ""None,"" then click Connect.

**For Windows:**
1. Search for Wi-Fi in your settings and click on Wi-Fi Settings under System Settings.
2. Click Manage Known Networks.
3. Click on SJUMobile and then the “Forget” button.
4. Reconnect to SJUMobile by following the steps provided [here](https://ithelp.stjohns.edu/support/solutions/articles/16000015825).

For other devices like iOS, Mac OSX, Google Pixel, and specific instructions for ChromeBooks, refer to the detailed guides available on the St. John's University Service Desk website. Make sure your device is updated to the latest OS before connecting.",high
